Вартість (грн),Обрамлення,Потужність (л/г),Охоронний статус,Ступінь небезпеки,Матеріал,Лояльність клієнта,Статус проєкта
1065.35,Просте,53.58,Вищий статус охорони,Безпечний,Скло,0.0,Заблоковано
1352.71,Коштовне,46.18,Невелике занепокоєння,Висока,Залізо,2.16,Заблоковано
1196.17,Просте,45.28,Вищий статус охорони,Безпечний,Скло,0.34,Заблоковано
835.99,Просте,41.76,Вищий статус охорони,Безпечний,Скло,3.16,Узгоджено
1346.36,Стандартне,38.67,Не охороняється,Безпечний,Залізо,3.05,Заблоковано
955.1,Просте,50.61,Не охороняється,Безпечний,Скло,3.72,Заблоковано
1081.69,Коштовне,31.21,Не охороняється,Помірна,Скло,0.0,Заблоковано
483.6,Просте,63.75,Вищий статус охорони,Помірна,Поліпропілен,2.86,Узгоджено
657.67,Стандартне,54.11,Вищий статус охорони,Помірна,Залізо,3.12,Узгоджено
1015.68,Просте,52.7,Вищий статус охорони,Висока,Льон,3.39,Заблоковано
753.69,Просте,66.34,Не охороняється,Помірна,Залізо,4.12,Узгоджено
700.53,Стандартне,66.97,Вищий статус охорони,Безпечний,Поліпропілен,0.49,Узгоджено
709.45,Просте,34.86,Невелике занепокоєння,Помірна,Поліпропілен,1.85,Узгоджено
832.1,Просте,30.32,Невелике занепокоєння,Висока,Скло,1.36,Узгоджено
801.13,Просте,19.95,Вищий статус охорони,Безпечний,Поліпропілен,3.6,Узгоджено
983.66,Коштовне,44.18,Невелике занепокоєння,Безпечний,Льон,0.0,Заблоковано
829.19,Коштовне,48.99,Невелике занепокоєння,Безпечний,Залізо,1.03,Узгоджено
668.26,Просте,45.13,Вищий статус охорони,Висока,Скло,0.0,Узгоджено
1033.31,Коштовне,58.99,Не охороняється,Висока,Льон,5.79,Заблоковано
850.54,Коштовне,50.05,Невелике занепокоєння,Помірна,Скло,3.04,Узгоджено
885.67,Стандартне,48.06,Вищий статус охорони,Безпечний,Скло,3.05,Узгоджено
928.91,Стандартне,44.54,Не охороняється,Помірна,Скло,1.75,Заблоковано
991.14,Просте,34.18,Вищий статус охорони,Помірна,Поліпропілен,0.81,Заблоковано
638.89,Просте,60.41,Невелике занепокоєння,Помірна,Скло,2.78,Узгоджено
685.78,Коштовне,42.55,Вищий статус охорони,Висока,Залізо,0.0,Узгоджено
1201.52,Просте,50.6,Невелике занепокоєння,Помірна,Скло,4.56,Заблоковано
1102.88,Просте,44.27,Не охороняється,Помірна,Скло,4.29,Заблоковано
657.04,Коштовне,53.29,Не охороняється,Висока,Залізо,0.89,Узгоджено
641.15,Стандартне,84.86,Вищий статус охорони,Висока,Поліпропілен,2.91,Узгоджено
974.79,Стандартне,58.55,Невелике занепокоєння,Помірна,Поліпропілен,5.4,Заблоковано
987.87,Стандартне,40.29,Невелике занепокоєння,Помірна,Скло,3.97,Заблоковано
925.47,Просте,50.58,Вищий статус охорони,Помірна,Поліпропілен,3.08,Заблоковано
1061.61,Просте,51.48,Невелике занепокоєння,Помірна,Льон,2.62,Заблоковано
1127.98,Просте,48.24,Не охороняється,Безпечний,Залізо,5.29,Заблоковано
1016.92,Коштовне,44.59,Вищий статус охорони,Безпечний,Скло,1.83,Заблоковано
993.39,Просте,53.42,Не охороняється,Помірна,Поліпропілен,0.0,Заблоковано
741.42,Стандартне,55.58,Не охороняється,Помірна,Залізо,1.65,Узгоджено
916.8,Просте,56.4,Не охороняється,Помірна,Скло,2.91,Узгоджено
1070.93,Просте,5.78,Не охороняється,Висока,Скло,4.4,Заблоковано
1231.87,Просте,25.86,Вищий статус охорони,Безпечний,Скло,0.0,Заблоковано
830.99,Просте,48.22,Не охороняється,Безпечний,Скло,1.8,Узгоджено
851.22,Просте,50.84,Не охороняється,Помірна,Скло,1.12,Узгоджено
572.78,Просте,33.28,Вищий статус охорони,Помірна,Поліпропілен,2.94,Узгоджено
1071.31,Коштовне,41.4,Вищий статус охорони,Помірна,Скло,3.74,Заблоковано
1025.12,Стандартне,54.68,Невелике занепокоєння,Безпечний,Льон,2.33,Заблоковано
881.89,Просте,52.02,Вищий статус охорони,Висока,Залізо,1.38,Узгоджено
925.32,Коштовне,25.86,Вищий статус охорони,Помірна,Залізо,2.71,Заблоковано
801.27,Стандартне,57.63,Невелике занепокоєння,Висока,Льон,0.66,Узгоджено
1223.69,Стандартне,62.29,Вищий статус охорони,Висока,Скло,4.29,Заблоковано
963.8,Коштовне,76.54,Вищий статус охорони,Помірна,Поліпропілен,5.82,Узгоджено
1121.75,Стандартне,24.57,Не охороняється,Помірна,Скло,2.98,Заблоковано
